t_s,tau,x_abs_m,z_abs_m,x_rel_O2_mm,z_rel_O2_mm,vx_m_s,vz_m_s,v_m_s,theta_deg,fan_open,A_face_cm2,Fx_qs_mN,Fz_qs_mN,phase
0.000,0.0000,0.12640,-0.08500,63.00,-89.00,-0.0078,0.0000,0.0000,0.0,0.750,14.44,0.1,-0.0,power
0.002,0.0022,0.12638,-0.08500,62.98,-89.00,-0.0156,0.0000,0.0156,0.0,0.783,14.98,0.2,-0.0,power
0.004,0.0043,0.12634,-0.08500,62.94,-89.00,-0.0311,0.0000,0.0311,0.0,0.817,15.52,1.0,-0.0,power
0.006,0.0065,0.12626,-0.08500,62.86,-89.00,-0.0467,0.0000,0.0467,0.0,0.850,16.05,2.2,-0.0,power
0.008,0.0087,0.12615,-0.08500,62.75,-89.00,-0.0622,0.0000,0.0622,0.0,0.883,16.59,4.1,-0.0,power
0.010,0.0108,0.12601,-0.08500,62.61,-89.00,-0.0778,0.0000,0.0778,0.0,0.917,17.13,6.7,-0.0,power
0.012,0.0130,0.12584,-0.08500,62.44,-89.00,-0.0933,0.0000,0.0933,0.0,0.950,17.67,10.0,-0.0,power
0.014,0.0151,0.12564,-0.08500,62.24,-89.00,-0.1089,0.0000,0.1089,0.0,0.983,18.20,14.0,-0.0,power
0.016,0.0173,0.12540,-0.08500,62.00,-89.00,-0.1244,0.0000,0.1244,0.0,1.000,18.47,18.6,-0.0,power
0.018,0.0195,0.12514,-0.08500,61.74,-89.00,-0.1400,0.0000,0.1400,0.0,1.000,18.47,23.5,-0.0,power
0.020,0.0216,0.12484,-0.08500,61.44,-89.00,-0.1556,0.0000,0.1556,0.0,1.000,18.47,29.0,-0.0,power
0.022,0.0238,0.12452,-0.08500,61.12,-89.00,-0.1711,0.0000,0.1711,0.0,1.000,18.47,35.1,-0.0,power
0.024,0.0260,0.12416,-0.08500,60.76,-89.00,-0.1867,0.0000,0.1867,0.0,1.000,18.47,41.8,-0.0,power
0.026,0.0281,0.12377,-0.08500,60.37,-89.00,-0.2022,0.0000,0.2022,0.0,1.000,18.47,49.0,-0.0,power
0.028,0.0303,0.12335,-0.08500,59.95,-89.00,-0.2178,0.0000,0.2178,0.0,1.000,18.47,56.9,-0.0,power
0.030,0.0325,0.12290,-0.08500,59.50,-89.00,-0.2333,0.0000,0.2333,0.0,1.000,18.47,65.3,-0.0,power
0.032,0.0346,0.12242,-0.08500,59.02,-89.00,-0.2489,0.0000,0.2489,0.0,1.000,18.47,74.3,-0.0,power
0.034,0.0368,0.12190,-0.08500,58.50,-89.00,-0.2644,0.0000,0.2644,0.0,1.000,18.47,83.9,-0.0,power
0.036,0.0389,0.12136,-0.08500,57.96,-89.00,-0.2800,0.0000,0.2800,0.0,1.000,18.47,94.0,-0.0,power
0.038,0.0411,0.12078,-0.08500,57.38,-89.00,-0.2956,-0.0000,0.2956,0.0,1.000,18.47,104.8,0.0,power
0.040,0.0433,0.12018,-0.08500,56.78,-89.00,-0.3111,0.0000,0.3111,0.0,1.000,18.47,116.1,-0.0,power
0.042,0.0454,0.11954,-0.08500,56.14,-89.00,-0.3267,0.0000,0.3267,0.0,1.000,18.47,128.0,-0.0,power
0.044,0.0476,0.11887,-0.08500,55.47,-89.00,-0.3412,-0.0000,0.3422,0.0,1.000,18.47,139.7,0.0,power
0.046,0.0498,0.11818,-0.08500,54.78,-89.00,-0.3490,0.0000,0.3500,0.0,1.000,18.47,146.1,-0.0,power
0.048,0.0519,0.11748,-0.08500,54.08,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.050,0.0541,0.11678,-0.08500,53.38,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.052,0.0563,0.11608,-0.08500,52.68,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.054,0.0584,0.11538,-0.08500,51.98,-89.00,-0.3500,-0.0000,0.3500,0.0,1.000,18.47,146.9,0.0,power
0.056,0.0606,0.11468,-0.08500,51.28,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.058,0.0627,0.11398,-0.08500,50.58,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.060,0.0649,0.11328,-0.08500,49.88,-89.00,-0.3500,-0.0000,0.3500,0.0,1.000,18.47,146.9,0.0,power
0.062,0.0671,0.11258,-0.08500,49.18,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.064,0.0692,0.11188,-0.08500,48.48,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.066,0.0714,0.11118,-0.08500,47.78,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.068,0.0736,0.11048,-0.08500,47.08,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.070,0.0757,0.10978,-0.08500,46.38,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.072,0.0779,0.10908,-0.08500,45.68,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.074,0.0801,0.10838,-0.08500,44.98,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.076,0.0822,0.10768,-0.08500,44.28,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.078,0.0844,0.10698,-0.08500,43.58,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.080,0.0865,0.10628,-0.08500,42.88,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.082,0.0887,0.10558,-0.08500,42.18,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.084,0.0909,0.10488,-0.08500,41.48,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.086,0.0930,0.10418,-0.08500,40.78,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.088,0.0952,0.10348,-0.08500,40.08,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.090,0.0974,0.10278,-0.08500,39.38,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.092,0.0995,0.10208,-0.08500,38.68,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.094,0.1017,0.10138,-0.08500,37.98,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.096,0.1039,0.10068,-0.08500,37.28,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.098,0.1060,0.09998,-0.08500,36.58,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.100,0.1082,0.09928,-0.08500,35.88,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.102,0.1103,0.09858,-0.08500,35.18,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.104,0.1125,0.09788,-0.08500,34.48,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.106,0.1147,0.09718,-0.08500,33.78,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.108,0.1168,0.09648,-0.08500,33.08,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.110,0.1190,0.09578,-0.08500,32.38,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.112,0.1212,0.09508,-0.08500,31.68,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.114,0.1233,0.09438,-0.08500,30.98,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.116,0.1255,0.09368,-0.08500,30.28,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.118,0.1276,0.09298,-0.08500,29.58,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.120,0.1298,0.09228,-0.08500,28.88,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.122,0.1320,0.09158,-0.08500,28.18,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.124,0.1341,0.09088,-0.08500,27.48,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.126,0.1363,0.09018,-0.08500,26.78,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.128,0.1385,0.08948,-0.08500,26.08,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.130,0.1406,0.08878,-0.08500,25.38,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.132,0.1428,0.08808,-0.08500,24.68,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.134,0.1450,0.08738,-0.08500,23.98,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.136,0.1471,0.08668,-0.08500,23.28,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.138,0.1493,0.08598,-0.08500,22.58,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.140,0.1514,0.08528,-0.08500,21.88,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.142,0.1536,0.08458,-0.08500,21.18,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.144,0.1558,0.08388,-0.08500,20.48,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.146,0.1579,0.08318,-0.08500,19.78,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.148,0.1601,0.08248,-0.08500,19.08,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.150,0.1623,0.08178,-0.08500,18.38,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.152,0.1644,0.08108,-0.08500,17.68,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.154,0.1666,0.08038,-0.08500,16.98,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.156,0.1688,0.07968,-0.08500,16.28,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.158,0.1709,0.07898,-0.08500,15.58,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.160,0.1731,0.07828,-0.08500,14.88,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.162,0.1752,0.07758,-0.08500,14.18,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.164,0.1774,0.07688,-0.08500,13.48,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.166,0.1796,0.07618,-0.08500,12.78,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.168,0.1817,0.07548,-0.08500,12.08,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.170,0.1839,0.07478,-0.08500,11.38,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.172,0.1861,0.07408,-0.08500,10.68,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.174,0.1882,0.07338,-0.08500,9.98,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.176,0.1904,0.07268,-0.08500,9.28,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.178,0.1926,0.07198,-0.08500,8.58,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.180,0.1947,0.07128,-0.08500,7.88,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.182,0.1969,0.07058,-0.08500,7.18,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.184,0.1990,0.06988,-0.08500,6.48,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.186,0.2012,0.06918,-0.08500,5.78,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.188,0.2034,0.06848,-0.08500,5.08,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.190,0.2055,0.06778,-0.08500,4.38,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.192,0.2077,0.06708,-0.08500,3.68,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.194,0.2099,0.06638,-0.08500,2.98,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.196,0.2120,0.06568,-0.08500,2.28,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.198,0.2142,0.06498,-0.08500,1.58,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.200,0.2164,0.06427,-0.08500,0.88,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.202,0.2185,0.06358,-0.08500,0.18,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.204,0.2207,0.06288,-0.08500,-0.52,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.206,0.2228,0.06218,-0.08500,-1.22,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.208,0.2250,0.06148,-0.08500,-1.92,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.210,0.2272,0.06078,-0.08500,-2.62,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.212,0.2293,0.06008,-0.08500,-3.32,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.214,0.2315,0.05938,-0.08500,-4.02,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.216,0.2337,0.05868,-0.08500,-4.72,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.218,0.2358,0.05798,-0.08500,-5.42,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.220,0.2380,0.05728,-0.08500,-6.12,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.222,0.2402,0.05658,-0.08500,-6.82,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.224,0.2423,0.05588,-0.08500,-7.52,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.226,0.2445,0.05518,-0.08500,-8.22,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.228,0.2466,0.05448,-0.08500,-8.92,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.230,0.2488,0.05378,-0.08500,-9.62,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.232,0.2510,0.05308,-0.08500,-10.32,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.234,0.2531,0.05238,-0.08500,-11.02,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.236,0.2553,0.05168,-0.08500,-11.72,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.238,0.2575,0.05098,-0.08500,-12.42,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
